,KeyDATRegion,DATSuperRegion,DATRegion,DATCityState,DATCity,DATState,DAT3Zip,DAT3ZipRef,DATCountry
1011,1012,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R4,R3,CAN
1012,1013,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R5,R3,CAN
1013,1014,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R6,R3,CAN
1014,1015,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R7,R3,CAN
1015,1016,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R8,R3,CAN
1016,1017,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R9,R3,CAN
1017,1018,Canada West,SK_REG,"Regina, SK",Regina,SK,S0,S4,CAN
1018,1019,Canada West,SK_REG,"Regina, SK",Regina,SK,S2,S4,CAN
1019,1020,Canada West,SK_REG,"Regina, SK",Regina,SK,S3,S4,CAN
1020,1021,Canada West,SK_REG,"Regina, SK",Regina,SK,S4,S4,CAN
1021,1022,Canada West,SK_REG,"Regina, SK",Regina,SK,S6,S4,CAN
1022,1023,Canada West,SK_REG,"Regina, SK",Regina,SK,S7,S4,CAN
1023,1024,Canada West,SK_REG,"Regina, SK",Regina,SK,S9,S4,CAN
1024,1025,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T0,T2,CAN
1025,1026,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T1,T2,CAN
1026,1027,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T2,T2,CAN
1027,1028,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T3,T2,CAN
1028,1029,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T4,T2,CAN
1029,1030,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T5,T2,CAN
1030,1031,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T6,T2,CAN
1031,1032,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T7,T2,CAN
1032,1033,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T8,T2,CAN
1033,1034,Canada West,AB_CAL,"Calgary, AB",Calgary,AB,T9,T2,CAN
1034,1035,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V0M,V5,CAN
1035,1036,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V0N,V5,CAN
1036,1037,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V0P,V5,CAN
1037,1038,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V0R,V5,CAN
1038,1039,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V0S,V5,CAN
1039,1040,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V0X,V5,CAN
1040,1041,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V1M,V5,CAN
1041,1042,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2P,V5,CAN
1042,1043,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2R,V5,CAN
1043,1044,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2S,V5,CAN
1044,1045,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2T,V5,CAN
1045,1046,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2V,V5,CAN
1046,1047,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2W,V5,CAN
1047,1048,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2X,V5,CAN
1048,1049,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2Y,V5,CAN
1049,1050,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V2Z,V5,CAN
1050,1051,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V3,V5,CAN
1051,1052,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4A,V5,CAN
1052,1053,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4B,V5,CAN
1053,1054,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4C,V5,CAN
1054,1055,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4E,V5,CAN
1055,1056,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4G,V5,CAN
1056,1057,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4K,V5,CAN
1057,1058,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4L,V5,CAN
1058,1059,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4M,V5,CAN
1059,1060,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4N,V5,CAN
1060,1061,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4P,V5,CAN
1061,1062,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4R,V5,CAN
1062,1063,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4S,V5,CAN
1063,1064,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4W,V5,CAN
1064,1065,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4X,V5,CAN
1065,1066,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V4Z,V5,CAN
1066,1067,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V5,V5,CAN
1067,1068,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V6,V5,CAN
1068,1069,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V7,V5,CAN
1069,1070,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8A,V5,CAN
1070,1071,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8B,V5,CAN
1071,1072,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8C,V5,CAN
1072,1073,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8K,V5,CAN
1073,1074,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8L,V5,CAN
1074,1075,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8M,V5,CAN
1075,1076,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8N,V5,CAN
1076,1077,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8P,V5,CAN
1077,1078,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8R,V5,CAN
1078,1079,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8S,V5,CAN
1079,1080,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8T,V5,CAN
1080,1081,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8V,V5,CAN
1081,1082,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8W,V5,CAN
1082,1083,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8X,V5,CAN
1083,1084,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8Y,V5,CAN
1084,1085,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V8Z,V5,CAN
1085,1086,Canada West,BC_VAN,"Vancouver, BC",Vancouver,BC,V9,V5,CAN
1086,1087,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0A,V2,CAN
1087,1088,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0B,V2,CAN
1088,1089,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0C,V2,CAN
1089,1090,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0E,V2,CAN
1090,1091,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0G,V2,CAN
1091,1092,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0H,V2,CAN
1092,1093,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0J,V2,CAN
1093,1094,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0K,V2,CAN
1094,1095,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0L,V2,CAN
1095,1096,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0T,V2,CAN
1096,1097,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0V,V2,CAN
1097,1098,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V0W,V2,CAN
1098,1099,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1A,V2,CAN
1099,1100,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1B,V2,CAN
1100,1101,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1C,V2,CAN
1101,1102,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1E,V2,CAN
1102,1103,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1G,V2,CAN
1103,1104,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1H,V2,CAN
1104,1105,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1J,V2,CAN
1105,1106,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1K,V2,CAN
1106,1107,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1L,V2,CAN
1107,1108,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1N,V2,CAN
1108,1109,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1P,V2,CAN
1109,1110,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1R,V2,CAN
1110,1111,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1S,V2,CAN
1111,1112,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1T,V2,CAN
1112,1113,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1V,V2,CAN
1113,1114,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1W,V2,CAN
1114,1115,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1X,V2,CAN
1115,1116,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1Y,V2,CAN
1116,1117,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V1Z,V2,CAN
1117,1118,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2A,V2,CAN
1118,1119,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2B,V2,CAN
1119,1120,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2C,V2,CAN
1120,1121,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2E,V2,CAN
1121,1122,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2G,V2,CAN
1122,1123,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2H,V2,CAN
1123,1124,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2J,V2,CAN
1124,1125,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2K,V2,CAN
1125,1126,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2L,V2,CAN
1126,1127,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2M,V2,CAN
1127,1128,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V2N,V2,CAN
1128,1129,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V4T,V2,CAN
1129,1130,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V4V,V2,CAN
1130,1131,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V8G,V2,CAN
1131,1132,Canada West,BC_PRI,"Prince George, BC",Prince George,BC,V8J,V2,CAN
