,KeyDATRegion,DATSuperRegion,DATRegion,DATCityState,DATCity,DATState,DAT3Zip,DAT3ZipRef,DATCountry
692,693,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,152,152,USA
693,694,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,153,152,USA
694,695,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,154,152,USA
695,696,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,155,152,USA
696,697,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,156,152,USA
697,698,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,157,152,USA
698,699,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,158,152,USA
699,700,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,159,152,USA
700,701,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,160,152,USA
701,702,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,161,152,USA
702,703,Upper Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,162,152,USA
703,704,Lower Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,260,152,USA
704,705,Lower Atlantic,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,265,152,USA
705,706,Ohio River,PA_PIT,"Pittsburgh, PA",Pittsburgh,PA,439,152,USA
706,707,Carolinas,SC_CHA,"N Charleston, SC",N Charleston,SC,294,294,USA
707,708,Carolinas,SC_COL,"Columbia, SC",Columbia,SC,290,292,USA
708,709,Carolinas,SC_COL,"Columbia, SC",Columbia,SC,291,292,USA
709,710,Carolinas,SC_COL,"Columbia, SC",Columbia,SC,292,292,USA
710,711,Carolinas,SC_COL,"Columbia, SC",Columbia,SC,295,292,USA
711,712,Carolinas,SC_GRE,"Greenville, SC",Greenville,SC,287,296,USA
712,713,Carolinas,SC_GRE,"Greenville, SC",Greenville,SC,288,296,USA
713,714,Carolinas,SC_GRE,"Greenville, SC",Greenville,SC,293,296,USA
714,715,Carolinas,SC_GRE,"Greenville, SC",Greenville,SC,296,296,USA
715,716,Carolinas,SC_GRE,"Greenville, SC",Greenville,SC,298,296,USA
716,717,Southeast,SC_GRE,"Greenville, SC",Greenville,SC,308,296,USA
717,718,Southeast,SC_GRE,"Greenville, SC",Greenville,SC,309,296,USA
718,719,Upper Midwest,SD_RAP,"Rapid City, SD",Rapid City,SD,575,577,USA
719,720,Upper Midwest,SD_RAP,"Rapid City, SD",Rapid City,SD,576,577,USA
720,721,Upper Midwest,SD_RAP,"Rapid City, SD",Rapid City,SD,577,577,USA
721,722,Upper Mountain,SD_RAP,"Rapid City, SD",Rapid City,SD,827,577,USA
722,723,Upper Mountain,SD_RAP,"Rapid City, SD",Rapid City,SD,826,577,USA
723,724,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,510,571,USA
724,725,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,511,571,USA
725,726,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,512,571,USA
726,727,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,513,571,USA
727,728,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,561,571,USA
728,729,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,562,571,USA
729,730,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,570,571,USA
730,731,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,571,571,USA
731,732,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,572,571,USA
732,733,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,573,571,USA
733,734,Upper Midwest,SD_SXF,"Sioux Falls, SD",Sioux Falls,SD,574,571,USA
734,735,Carolinas,TN_CHA,"Chattanooga, TN",Chattanooga,TN,289,374,USA
735,736,Southeast,TN_CHA,"Chattanooga, TN",Chattanooga,TN,307,374,USA
736,737,Southeast,TN_CHA,"Chattanooga, TN",Chattanooga,TN,359,374,USA
737,738,Southeast,TN_CHA,"Chattanooga, TN",Chattanooga,TN,373,374,USA
738,739,Southeast,TN_CHA,"Chattanooga, TN",Chattanooga,TN,374,374,USA
739,740,Lower Atlantic,TN_KNO,"Knoxville, TN",Knoxville,TN,242,379,USA
740,741,Southeast,TN_KNO,"Knoxville, TN",Knoxville,TN,376,379,USA
741,742,Southeast,TN_KNO,"Knoxville, TN",Knoxville,TN,377,379,USA
742,743,Southeast,TN_KNO,"Knoxville, TN",Knoxville,TN,378,379,USA
743,744,Southeast,TN_KNO,"Knoxville, TN",Knoxville,TN,379,379,USA
744,745,Ohio River,TN_KNO,"Knoxville, TN",Knoxville,TN,407,379,USA
745,746,Ohio River,TN_KNO,"Knoxville, TN",Knoxville,TN,408,379,USA
746,747,Ohio River,TN_KNO,"Knoxville, TN",Knoxville,TN,409,379,USA
747,748,Ohio River,TN_KNO,"Knoxville, TN",Knoxville,TN,425,379,USA
748,749,Ohio River,TN_KNO,"Knoxville, TN",Knoxville,TN,426,379,USA
749,750,Southeast,TN_MEM,"Memphis, TN",Memphis,TN,375,381,USA
750,751,Southeast,TN_MEM,"Memphis, TN",Memphis,TN,380,381,USA
751,752,Southeast,TN_MEM,"Memphis, TN",Memphis,TN,381,381,USA
752,753,Southeast,TN_MEM,"Memphis, TN",Memphis,TN,382,381,USA
753,754,Southeast,TN_MEM,"Memphis, TN",Memphis,TN,383,381,USA
754,755,Southeast,TN_MEM,"Memphis, TN",Memphis,TN,386,381,USA
755,756,South Central,TN_MEM,"Memphis, TN",Memphis,TN,723,381,USA
756,757,South Central,TN_MEM,"Memphis, TN",Memphis,TN,724,381,USA
757,758,Southeast,TN_NAS,"Nashville, TN",Nashville,TN,370,372,USA
758,759,Southeast,TN_NAS,"Nashville, TN",Nashville,TN,371,372,USA
759,760,Southeast,TN_NAS,"Nashville, TN",Nashville,TN,372,372,USA
760,761,Southeast,TN_NAS,"Nashville, TN",Nashville,TN,385,372,USA
761,762,South Central,TX_AMA,"Amarillo, TX",Amarillo,TX,739,791,USA
762,763,South Central,TX_AMA,"Amarillo, TX",Amarillo,TX,790,791,USA
763,764,South Central,TX_AMA,"Amarillo, TX",Amarillo,TX,791,791,USA
764,765,South Central,TX_AUS,"Austin, TX",Austin,TX,733,787,USA
765,766,South Central,TX_AUS,"Austin, TX",Austin,TX,765,787,USA
766,767,South Central,TX_AUS,"Austin, TX",Austin,TX,768,787,USA
767,768,South Central,TX_AUS,"Austin, TX",Austin,TX,786,787,USA
768,769,South Central,TX_AUS,"Austin, TX",Austin,TX,787,787,USA
769,770,South Central,TX_AUS,"Austin, TX",Austin,TX,789,787,USA
770,771,South Central,TX_DAL,"Dallas, TX",Dallas,TX,750,752,USA
771,772,South Central,TX_DAL,"Dallas, TX",Dallas,TX,751,752,USA
772,773,South Central,TX_DAL,"Dallas, TX",Dallas,TX,752,752,USA
773,774,South Central,TX_DAL,"Dallas, TX",Dallas,TX,753,752,USA
774,775,South Central,TX_DAL,"Dallas, TX",Dallas,TX,754,752,USA
775,776,South Central,TX_DAL,"Dallas, TX",Dallas,TX,757,752,USA
776,777,South Central,TX_DAL,"Dallas, TX",Dallas,TX,758,752,USA
777,778,South Central,TX_ELP,"El Paso, TX",El Paso,TX,798,799,USA
778,779,South Central,TX_ELP,"El Paso, TX",El Paso,TX,799,799,USA
779,780,Lower Mountain,TX_ELP,"El Paso, TX",El Paso,TX,880,799,USA
780,781,South Central,TX_ELP,"El Paso, TX",El Paso,TX,885,799,USA
781,782,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,760,761,USA
782,783,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,761,761,USA
783,784,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,762,761,USA
784,785,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,763,761,USA
785,786,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,764,761,USA
786,787,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,766,761,USA
787,788,South Central,TX_FTW,"Ft Worth, TX",Ft Worth,TX,767,761,USA
788,789,South Central,TX_HOU,"Houston, TX",Houston,TX,770,770,USA
789,790,South Central,TX_HOU,"Houston, TX",Houston,TX,772,770,USA
790,791,South Central,TX_HOU,"Houston, TX",Houston,TX,773,770,USA
791,792,South Central,TX_HOU,"Houston, TX",Houston,TX,774,770,USA
792,793,South Central,TX_HOU,"Houston, TX",Houston,TX,775,770,USA
793,794,South Central,TX_HOU,"Houston, TX",Houston,TX,776,770,USA
794,795,South Central,TX_HOU,"Houston, TX",Houston,TX,777,770,USA
795,796,South Central,TX_HOU,"Houston, TX",Houston,TX,778,770,USA
796,797,South Central,TX_LAR,"Laredo, TX",Laredo,TX,780,780,USA
797,798,South Central,TX_LAR,"Laredo, TX",Laredo,TX,788,780,USA
798,799,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,769,794,USA
799,800,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,792,794,USA
800,801,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,793,794,USA
801,802,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,794,794,USA
802,803,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,795,794,USA
803,804,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,796,794,USA
804,805,South Central,TX_LUB,"Lubbock, TX",Lubbock,TX,797,794,USA
805,806,Lower Mountain,TX_LUB,"Lubbock, TX",Lubbock,TX,881,794,USA
806,807,Lower Mountain,TX_LUB,"Lubbock, TX",Lubbock,TX,882,794,USA
807,808,South Central,TX_MCA,"McAllen, TX",McAllen,TX,783,785,USA
808,809,South Central,TX_MCA,"McAllen, TX",McAllen,TX,784,785,USA
809,810,South Central,TX_MCA,"McAllen, TX",McAllen,TX,785,785,USA
810,811,South Central,TX_ANT,"San Antonio, TX",San Antonio,TX,779,782,USA
811,812,South Central,TX_ANT,"San Antonio, TX",San Antonio,TX,781,782,USA
812,813,South Central,TX_ANT,"San Antonio, TX",San Antonio,TX,782,782,USA
813,814,South Central,TX_TEX,"Texarkana, TX",Texarkana,TX,718,755,USA
814,815,South Central,TX_TEX,"Texarkana, TX",Texarkana,TX,755,755,USA
815,816,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,840,841,USA
816,817,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,841,841,USA
817,818,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,842,841,USA
818,819,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,843,841,USA
819,820,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,844,841,USA
820,821,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,846,841,USA
821,822,Lower Mountain,UT_SLC,"Salt Lake City, UT",Salt Lake City,UT,847,841,USA
822,823,Lower Atlantic,VA_NOR,"Norfolk, VA",Norfolk,VA,233,235,USA
823,824,Lower Atlantic,VA_NOR,"Norfolk, VA",Norfolk,VA,234,235,USA
824,825,Lower Atlantic,VA_NOR,"Norfolk, VA",Norfolk,VA,235,235,USA
825,826,Lower Atlantic,VA_NOR,"Norfolk, VA",Norfolk,VA,236,235,USA
826,827,Lower Atlantic,VA_NOR,"Norfolk, VA",Norfolk,VA,237,235,USA
827,828,Carolinas,VA_NOR,"Norfolk, VA",Norfolk,VA,279,235,USA
828,829,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,224,232,USA
829,830,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,225,232,USA
830,831,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,229,232,USA
831,832,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,230,232,USA
832,833,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,231,232,USA
833,834,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,232,232,USA
834,835,Lower Atlantic,VA_RCH,"Richmond, VA",Richmond,VA,238,232,USA
835,836,Lower Atlantic,VA_ROA,"Roanoke, VA",Roanoke,VA,239,240,USA
836,837,Lower Atlantic,VA_ROA,"Roanoke, VA",Roanoke,VA,240,240,USA
837,838,Lower Atlantic,VA_ROA,"Roanoke, VA",Roanoke,VA,241,240,USA
838,839,Lower Atlantic,VA_ROA,"Roanoke, VA",Roanoke,VA,243,240,USA
839,840,Lower Atlantic,VA_ROA,"Roanoke, VA",Roanoke,VA,244,240,USA
840,841,Lower Atlantic,VA_ROA,"Roanoke, VA",Roanoke,VA,245,240,USA
841,842,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,215,226,USA
842,843,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,217,226,USA
843,844,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,226,226,USA
844,845,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,228,226,USA
845,846,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,254,226,USA
846,847,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,267,226,USA
847,848,Lower Atlantic,VA_WIN,"Winchester, VA",Winchester,VA,268,226,USA
848,849,Pacific Northwest,WA_SEA,"Seattle, WA",Seattle,WA,980,981,USA
849,850,Pacific Northwest,WA_SEA,"Seattle, WA",Seattle,WA,981,981,USA
850,851,Pacific Northwest,WA_SEA,"Seattle, WA",Seattle,WA,982,981,USA
851,852,Pacific Northwest,WA_SEA,"Seattle, WA",Seattle,WA,983,981,USA
852,853,Pacific Northwest,WA_SEA,"Seattle, WA",Seattle,WA,984,981,USA
853,854,Pacific Northwest,WA_SEA,"Seattle, WA",Seattle,WA,985,981,USA
854,855,Upper Mountain,WA_SPO,"Spokane, WA",Spokane,WA,835,992,USA
855,856,Upper Mountain,WA_SPO,"Spokane, WA",Spokane,WA,838,992,USA
856,857,Pacific Northwest,WA_SPO,"Spokane, WA",Spokane,WA,988,992,USA
857,858,Pacific Northwest,WA_SPO,"Spokane, WA",Spokane,WA,990,992,USA
858,859,Pacific Northwest,WA_SPO,"Spokane, WA",Spokane,WA,991,992,USA
859,860,Pacific Northwest,WA_SPO,"Spokane, WA",Spokane,WA,992,992,USA
860,861,Pacific Northwest,WA_SPO,"Spokane, WA",Spokane,WA,994,992,USA
861,862,Great Lakes,WI_EAU,"Eau Claire, WI",Eau Claire,WI,540,547,USA
862,863,Great Lakes,WI_EAU,"Eau Claire, WI",Eau Claire,WI,546,547,USA
863,864,Great Lakes,WI_EAU,"Eau Claire, WI",Eau Claire,WI,547,547,USA
864,865,Upper Midwest,WI_EAU,"Eau Claire, WI",Eau Claire,WI,559,547,USA
865,866,Great Lakes,WI_GRE,"Green Bay, WI",Green Bay,WI,541,543,USA
866,867,Great Lakes,WI_GRE,"Green Bay, WI",Green Bay,WI,542,543,USA
867,868,Great Lakes,WI_GRE,"Green Bay, WI",Green Bay,WI,543,543,USA
868,869,Great Lakes,WI_GRE,"Green Bay, WI",Green Bay,WI,544,543,USA
869,870,Great Lakes,WI_GRE,"Green Bay, WI",Green Bay,WI,549,543,USA
870,871,Great Lakes,WI_MAD,"Madison, WI",Madison,WI,535,537,USA
871,872,Great Lakes,WI_MAD,"Madison, WI",Madison,WI,537,537,USA
872,873,Great Lakes,WI_MAD,"Madison, WI",Madison,WI,539,537,USA
873,874,Great Lakes,WI_MIL,"Milwaukee, WI",Milwaukee,WI,530,532,USA
874,875,Great Lakes,WI_MIL,"Milwaukee, WI",Milwaukee,WI,531,532,USA
875,876,Great Lakes,WI_MIL,"Milwaukee, WI",Milwaukee,WI,532,532,USA
876,877,Great Lakes,WI_MIL,"Milwaukee, WI",Milwaukee,WI,534,532,USA
877,878,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,246,253,USA
878,879,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,247,253,USA
879,880,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,248,253,USA
880,881,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,249,253,USA
881,882,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,250,253,USA
882,883,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,251,253,USA
883,884,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,252,253,USA
884,885,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,253,253,USA
885,886,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,256,253,USA
886,887,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,258,253,USA
887,888,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,259,253,USA
888,889,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,261,253,USA
889,890,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,262,253,USA
890,891,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,263,253,USA
891,892,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,264,253,USA
892,893,Lower Atlantic,WV_CHA,"Charleston, WV",Charleston,WV,266,253,USA
893,894,Ohio River,WV_CHA,"Charleston, WV",Charleston,WV,415,253,USA
894,895,Ohio River,WV_CHA,"Charleston, WV",Charleston,WV,416,253,USA
895,896,Ohio River,WV_CHA,"Charleston, WV",Charleston,WV,457,253,USA
896,897,Lower Atlantic,WV_HUN,"Huntington, WV",Huntington,WV,255,257,USA
897,898,Lower Atlantic,WV_HUN,"Huntington, WV",Huntington,WV,257,257,USA
898,899,Ohio River,WV_HUN,"Huntington, WV",Huntington,WV,411,257,USA
899,900,Ohio River,WV_HUN,"Huntington, WV",Huntington,WV,412,257,USA
900,901,Ohio River,WV_HUN,"Huntington, WV",Huntington,WV,456,257,USA
901,902,Upper Mountain,WY_GRE,"Green River, WY",Green River,WY,823,829,USA
902,903,Upper Mountain,WY_GRE,"Green River, WY",Green River,WY,825,829,USA
903,904,Upper Mountain,WY_GRE,"Green River, WY",Green River,WY,829,829,USA
904,905,Upper Mountain,WY_GRE,"Green River, WY",Green River,WY,831,829,USA
905,906,Canada East,NF_STJ,"St Johns, NF",St Johns,NF,A0,A1,CAN
906,907,Canada East,NF_STJ,"St Johns, NF",St Johns,NF,A1,A1,CAN
907,908,Canada East,NF_STJ,"St Johns, NF",St Johns,NF,A2,A1,CAN
908,909,Canada East,NF_STJ,"St Johns, NF",St Johns,NF,A5,A1,CAN
909,910,Canada East,NF_STJ,"St Johns, NF",St Johns,NF,A8,A1,CAN
910,911,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B0,B3,CAN
911,912,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B1,B3,CAN
912,913,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B2,B3,CAN
913,914,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B3,B3,CAN
914,915,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B4,B3,CAN
915,916,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B5,B3,CAN
916,917,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B6,B3,CAN
917,918,Canada East,NS_HAL,"Halifax, NS",Halifax,NS,B9,B3,CAN
918,919,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E0,E1,CAN
919,920,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E1,E1,CAN
920,921,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E2,E1,CAN
921,922,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E3,E1,CAN
922,923,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E4,E1,CAN
923,924,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E5,E1,CAN
924,925,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E6,E1,CAN
925,926,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E7,E1,CAN
926,927,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E8,E1,CAN
927,928,Canada East,NB_MON,"Moncton, NB",Moncton,NB,E9,E1,CAN
928,929,Canada East,NB_MON,"Moncton, NB",Moncton,NB,C0,E1,CAN
929,930,Canada East,NB_MON,"Moncton, NB",Moncton,NB,C1,E1,CAN
930,931,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G0,G1,CAN
931,932,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G1,G1,CAN
932,933,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G2,G1,CAN
933,934,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G3,G1,CAN
934,935,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G4,G1,CAN
935,936,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G5,G1,CAN
936,937,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G6,G1,CAN
937,938,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G7,G1,CAN
938,939,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G8,G1,CAN
939,940,Canada Central,PQ_QUE,"Quebec, PQ",Quebec,PQ,G9,G1,CAN
940,941,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H0,H2,CAN
941,942,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H1,H2,CAN
942,943,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H2,H2,CAN
943,944,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H3,H2,CAN
944,945,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H4,H2,CAN
945,946,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H5,H2,CAN
946,947,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H7,H2,CAN
947,948,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H8,H2,CAN
948,949,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,H9,H2,CAN
949,950,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J0,H2,CAN
950,951,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J1,H2,CAN
951,952,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J2,H2,CAN
952,953,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J3,H2,CAN
953,954,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J4,H2,CAN
954,955,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J5,H2,CAN
955,956,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J6,H2,CAN
956,957,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J7,H2,CAN
957,958,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J8,H2,CAN
958,959,Canada Central,PQ_MON,"Montreal, PQ",Montreal,PQ,J9,H2,CAN
959,960,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K0,K2,CAN
960,961,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K1,K2,CAN
961,962,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K2,K2,CAN
962,963,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K4,K2,CAN
963,964,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K6,K2,CAN
964,965,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K7,K2,CAN
965,966,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K8,K2,CAN
966,967,Canada Central,ON_OTT,"Ottawa, ON",Ottawa,ON,K9,K2,CAN
967,968,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L0,M5,CAN
968,969,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L1,M5,CAN
969,970,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L2,M5,CAN
970,971,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L3,M5,CAN
971,972,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L4,M5,CAN
972,973,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L5,M5,CAN
973,974,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L6,M5,CAN
974,975,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L7,M5,CAN
975,976,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L8,M5,CAN
976,977,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,L9,M5,CAN
977,978,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M0,M5,CAN
978,979,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M1,M5,CAN
979,980,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M2,M5,CAN
980,981,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M3,M5,CAN
981,982,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M4,M5,CAN
982,983,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M5,M5,CAN
983,984,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M6,M5,CAN
984,985,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M7,M5,CAN
985,986,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M8,M5,CAN
986,987,Canada Central,ON_TOR,"Toronto, ON",Toronto,ON,M9,M5,CAN
987,988,Canada Central,ON_LON,"London, ON",London,ON,N0,N6,CAN
988,989,Canada Central,ON_LON,"London, ON",London,ON,N1,N6,CAN
989,990,Canada Central,ON_LON,"London, ON",London,ON,N2,N6,CAN
990,991,Canada Central,ON_LON,"London, ON",London,ON,N3,N6,CAN
991,992,Canada Central,ON_LON,"London, ON",London,ON,N4,N6,CAN
992,993,Canada Central,ON_LON,"London, ON",London,ON,N5,N6,CAN
993,994,Canada Central,ON_LON,"London, ON",London,ON,N6,N6,CAN
994,995,Canada Central,ON_LON,"London, ON",London,ON,N7,N6,CAN
995,996,Canada Central,ON_LON,"London, ON",London,ON,N8,N6,CAN
996,997,Canada Central,ON_LON,"London, ON",London,ON,N9,N6,CAN
997,998,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P0,P3,CAN
998,999,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P1,P3,CAN
999,1000,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P2,P3,CAN
1000,1001,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P3,P3,CAN
1001,1002,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P4,P3,CAN
1002,1003,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P5,P3,CAN
1003,1004,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P6,P3,CAN
1004,1005,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P7,P3,CAN
1005,1006,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P8,P3,CAN
1006,1007,Canada Central,ON_SUD,"Sudbury, ON",Sudbury,ON,P9,P3,CAN
1007,1008,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R0,R3,CAN
1008,1009,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R1,R3,CAN
1009,1010,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R2,R3,CAN
1010,1011,Canada West,MB_WIN,"Winnipeg, MB",Winnipeg,MB,R3,R3,CAN
